code,npi_number,short_description,long_description
25605,1811086994,,"Closed treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed; with manipulation"
25606,1811086994,,Percutaneous skeletal fixation of distal radial fracture or epiphyseal separation
25607,1811086994,,"Open treatment of distal radial extra-articular fracture or epiphyseal separation, with internal fixation"
25608,1811086994,,Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 2 fragments
25609,1811086994,,Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 3 or more fragments
25800,1811086994,,"Arthrodesis, wrist; complete, without bone graft (includes radiocarpal and/or intercarpal and/or carpometacarpal joints)"
26010,1811086994,,Drainage of finger abscess; simple
26055,1811086994,,"Tendon sheath incision (eg, for trigger finger)"
26115,1811086994,,"Excision, tumor or vascular malformation, soft tissue of hand or finger, subcutaneous; less than 1.5 cm"
26123,1811086994,,"Fasciectomy, partial palmar with release of single digit including proximal interphalangeal joint, with or without Z-plasty, other local tissue rearrangement, or skin grafting (includes obtaining graft);"
26605,1811086994,,"Closed treatment of metacarpal fracture, single; with manipulation, each bone"
26608,1811086994,,"Percutaneous skeletal fixation of metacarpal fracture, each bone"
26725,1811086994,,"Closed treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb; with manipulation, with or without skin or skeletal traction, each"
26770,1811086994,,"Closed treatment of interphalangeal joint dislocation, single, with manipulation; without anesthesia"
27030,1811086994,,"Arthrotomy, hip, with drainage (eg, infection)"
27130,1811086994,,"Arthroplasty, acetabular and proximal femoral prosthetic replacement (total hip arthroplasty), with or without autograft or allograft"
27134,1811086994,,"Revision of total hip arthroplasty; both components, with or without autograft or allograft"
27250,1811086994,,"Closed treatment of hip dislocation, traumatic; without anesthesia"
27257,1811086994,,"Treatment of spontaneous hip dislocation (developmental, including congenital or pathological), by abduction, splint or traction; with manipulation, requiring anesthesia"
27265,1811086994,,Closed treatment of post hip arthroplasty dislocation; without anesthesia
27266,1811086994,,Closed treatment of post hip arthroplasty dislocation; requiring regional or general anesthesia
27310,1811086994,,"Arthrotomy, knee, with exploration, drainage, or removal of foreign body (eg, infection)"
27334,1811086994,,"Arthrotomy, with synovectomy, knee; anterior OR posterior"
27335,1811086994,,"Arthrotomy, with synovectomy, knee; anterior AND posterior including popliteal area"
27447,1811086994,,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)"
27487,1811086994,,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component"
27524,1811086994,,"Open treatment of patellar fracture, with internal fixation and/or partial or complete patellectomy and soft tissue repair"
27536,1811086994,,"Open treatment of tibial fracture, proximal (plateau); bicondylar, with or without internal fixation"
27570,1811086994,,Manipulation of knee joint under general anesthesia (includes application of traction or other fixation devices)
27603,1811086994,,"Incision and drainage, leg or ankle; deep abscess or hematoma"
27632,1811086994,,"Excision, tumor, soft tissue of leg or ankle area, subcutaneous; 3 cm or greater"
27654,1811086994,,"Repair, secondary, Achilles tendon, with or without graft"
27685,1811086994,,"Lengthening or shortening of tendon, leg or ankle; single tendon (separate procedure)"
27724,1811086994,,"Repair of nonunion or malunion, tibia; with iliac or other autograft (includes obtaining graft)"
27752,1811086994,,"Closed treatment of tibial shaft fracture (with or without fibular fracture); with manipulation, with or without skeletal traction"
27766,1811086994,,"Open treatment of medial malleolus fracture, includes internal fixation, when performed"
27784,1811086994,,"Open treatment of proximal fibula or shaft fracture, includes internal fixation, when performed"
27788,1811086994,,Closed treatment of distal fibular fracture (lateral malleolus); with manipulation
27792,1811086994,,"Open treatment of distal fibular fracture (lateral malleolus), includes internal fixation, when performed"
27814,1811086994,,"Open treatment of bimalleolar ankle fracture (eg, lateral and medial malleoli, or lateral and posterior malleoli, or medial and posterior malleoli), includes internal fixation, when performed"
27818,1811086994,,Closed treatment of trimalleolar ankle fracture; with manipulation
27823,1811086994,,"Open treatment of trimalleolar ankle fracture, includes internal fixation, when performed, medial and/or lateral malleolus; with fixation of posterior lip"
27825,1811086994,,"Closed treatment of fracture of weight bearing articular portion of distal tibia (eg, pilon or tibial plafond), with or without anesthesia; with skeletal traction and/or requiring manipulation"
28041,1811086994,,"Excision, tumor, soft tissue of foot or toe, subfascial (eg, intramuscular); 1.5 cm or greater"
28080,1811086994,,"Excision, interdigital (Morton) neuroma, single, each"
28090,1811086994,,"Excision of lesion, tendon, tendon sheath, or capsule (including synovectomy) (eg, cyst or ganglion); foot"
28104,1811086994,,"Excision or curettage of bone cyst or benign tumor, tarsal or metatarsal, except talus or calcaneus;"
28108,1811086994,,"Excision or curettage of bone cyst or benign tumor, phalanges of foot"
28111,1811086994,,"Ostectomy, complete excision; first metatarsal head"
28112,1811086994,,"Ostectomy, complete excision; other metatarsal head (second, third or fourth)"
28118,1811086994,,"Ostectomy, calcaneus;"
28119,1811086994,,"Ostectomy, calcaneus; for spur, with or without plantar fascial release"
28122,1811086994,,"Partial excision (craterization, saucerization, sequestrectomy, or diaphysectomy) bone (eg, osteomyelitis or bossing); tarsal or metatarsal bone, except talus or calcaneus"
28190,1811086994,,"Removal of foreign body, foot; subcutaneous"
28192,1811086994,,"Removal of foreign body, foot; deep"
28200,1811086994,,"Repair, tendon, flexor, foot; primary or secondary, without free graft, each tendon"
28285,1811086994,,"Correction, hammertoe (eg, interphalangeal fusion, partial or total phalangectomy)"
28288,1811086994,,"Ostectomy, partial, exostectomy or condylectomy, metatarsal head, each metatarsal head"
28289,1811086994,,"Hallux rigidus correction with cheilectomy, debridement and capsular release of the first metatarsophalangeal joint; without implant"
28291,1811086994,,"Hallux rigidus correction with cheilectomy, debridement and capsular release of the first metatarsophalangeal joint; with implant"
28295,1811086994,,"Correction, hallux valgus (bunionectomy), with sesamoidectomy, when performed; with proximal metatarsal osteotomy, any method"
28296,1811086994,,"Correction, hallux valgus (bunionectomy), with sesamoidectomy, when performed; with distal metatarsal osteotomy, any method"
28298,1811086994,,"Correction, hallux valgus (bunionectomy), with sesamoidectomy, when performed; with proximal phalanx osteotomy, any method"
28308,1811086994,,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal; other than first metatarsal, each"
28315,1811086994,,"Sesamoidectomy, first toe (separate procedure)"
28505,1811086994,,"Open treatment of fracture, great toe, phalanx or phalanges, includes internal fixation, when performed"
28715,1811086994,,Arthrodesis; triple
28725,1811086994,,Arthrodesis; subtalar
28730,1811086994,,"Arthrodesis, midtarsal or tarsometatarsal, multiple or transverse;"
28740,1811086994,,"Arthrodesis, midtarsal or tarsometatarsal, single joint"
28750,1811086994,,"Arthrodesis, great toe; metatarsophalangeal joint"
28810,1811086994,,"Amputation, metatarsal, with toe, single"
28820,1811086994,,"Amputation, toe; metatarsophalangeal joint"
29105,1811086994,,Application of long arm splint (shoulder to hand)
29125,1811086994,,Application of short arm splint (forearm to hand); static
29126,1811086994,,Application of short arm splint (forearm to hand); dynamic
29130,1811086994,,Application of finger splint; static
29131,1811086994,,Application of finger splint; dynamic
29240,1811086994,,"Strapping; shoulder (eg, Velpeau)"
29505,1811086994,,Application of long leg splint (thigh to ankle or toes)
29515,1811086994,,Application of short leg splint (calf to foot)
29530,1811086994,,Strapping; knee
29580,1811086994,,Strapping; Unna boot
29581,1811086994,,"Application of multi-layer compression system; leg (below knee), including ankle and foot"
29700,1811086994,,"Removal or bivalving; gauntlet, boot or body cast"
29827,1811086994,,"Arthroscopy, shoulder, surgical; with rotator cuff repair"
29874,1811086994,,"Arthroscopy, knee, surgical; for removal of loose body or foreign body (eg, osteochondritis dissecans fragmentation, chondral fragmentation)"
29875,1811086994,,"Arthroscopy, knee, surgical; synovectomy, limited (eg, plica or shelf resection) (separate procedure)"
29888,1811086994,,Arthroscopically aided anterior cruciate ligament repair/augmentation or reconstruction
30140,1811086994,,"Submucous resection inferior turbinate, partial or complete, any method"
30300,1811086994,,"Removal foreign body, intranasal; office type procedure"
30560,1811086994,,Lysis intranasal synechia
30901,1811086994,,"Control nasal hemorrhage, anterior, simple (limited cautery and/or packing) any method"
30905,1811086994,,"Control nasal hemorrhage, posterior, with posterior nasal packs and/or cautery, any method; initial"
31254,1811086994,,"Nasal/sinus endoscopy, surgical with ethmoidectomy; partial (anterior)"
31267,1811086994,,"Nasal/sinus endoscopy, surgical, with maxillary antrostomy; with removal of tissue from maxillary sinus"
31500,1811086994,,"Intubation, endotracheal, emergency procedure"
31622,1811086994,,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; diagnostic, with cell washing, when performed (separate procedure)"
31623,1811086994,,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with brushing or protected brushings"
31624,1811086994,,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with bronchial alveolar lavage"
31628,1811086994,,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with transbronchial lung biopsy(s), single lobe"
32550,1811086994,,Insertion of indwelling tunneled pleural catheter with cuff
32551,1811086994,,"Tube thoracostomy, includes connection to drainage system (eg, water seal), when performed, open (separate procedure)"
32554,1811086994,,"Thoracentesis, needle or catheter, aspiration of the pleural space; without imaging guidance"
32555,1811086994,,"Thoracentesis, needle or catheter, aspiration of the pleural space; with imaging guidance"
33207,1811086994,,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular
33208,1811086994,,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); atrial and ventricular
33227,1811086994,,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; single lead system
33228,1811086994,,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; dual lead system
33233,1811086994,,Removal of permanent pacemaker pulse generator only
33234,1811086994,,"Removal of transvenous pacemaker electrode(s); single lead system, atrial or ventricular"
33249,1811086994,,"Insertion or replacement of permanent implantable defibrillator system, with transvenous lead(s), single or dual chamber"
33263,1811086994,,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; dual lead system
33264,1811086994,,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; multiple lead system
33285,1811086994,,"Insertion, subcutaneous cardiac rhythm monitor, including programming"
33286,1811086994,,"Removal, subcutaneous cardiac rhythm monitor"
33967,1811086994,,"Insertion of intra-aortic balloon assist device, percutaneous"
36005,1811086994,,Injection procedure for extremity venography (including introduction of needle or intracatheter)
36200,1811086994,,"Introduction of catheter, aorta"
36221,1811086994,,"Non-selective catheter placement, thoracic aorta, with angiography of the extracranial carotid, vertebral, and/or intracranial vessels, unilateral or bilateral, and all associated radiological supervision and interpretation, includes angiography of the cervicocerebral arch, when performed"
36223,1811086994,,"Selective catheter placement, common carotid or innominate artery, unilateral, any approach, with angiography of the ipsilateral intracranial carotid circulation and all associated radiological supervision and interpretation, includes angiography of the extracranial carotid and cervicocerebral arch, when performed"
36246,1811086994,,"Selective catheter placement, arterial system; initial second order abdominal, pelvic, or lower extremity artery branch, within a vascular family"
36415,1811086994,,Collection of venous blood by venipuncture
36416,1811086994,,"Collection of capillary blood specimen (eg, finger, heel, ear stick)"
36430,1811086994,,"Transfusion, blood or blood components"
36470,1811086994,,Injection of sclerosant; single incompetent vein (other than telangiectasia)
36556,1811086994,,Insertion of non-tunneled centrally inserted central venous catheter; age 5 years or older
36558,1811086994,,"Insertion of tunneled centrally inserted central venous catheter, without subcutaneous port or pump; age 5 years or older"
36561,1811086994,,"Insertion of tunneled centrally inserted central venous access device, with subcutaneous port; age 5 years or older"
36569,1811086994,,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, without imaging guidance; age 5 years or older"
36573,1811086994,,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the insertion; age 5 years or older"
36584,1811086994,,"Replacement, complete, of a peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, through same venous access, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the replacement"
36590,1811086994,,"Removal of tunneled central venous access device, with subcutaneous port or pump, central or peripheral insertion"
36591,1811086994,,Collection of blood specimen from a completely implantable venous access device
36592,1811086994,,"Collection of blood specimen using established central or peripheral catheter, venous, not otherwise specified"
36600,1811086994,,"Arterial puncture, withdrawal of blood for diagnosis"
36620,1811086994,,"Arterial catheterization or cannulation for sampling, monitoring or transfusion (separate procedure); percutaneous"
36818,1811086994,,"Arteriovenous anastomosis, open; by upper arm cephalic vein transposition"
36821,1811086994,,"Arteriovenous anastomosis, open; direct, any site (eg, Cimino type) (separate procedure)"
37195,1811086994,,"Thrombolysis, cerebral, by intravenous infusion"
37212,1811086994,,"Transcatheter therapy, venous infusion for thrombolysis, any method, including radiological supervision and interpretation, initial treatment day"
40800,1811086994,,"Drainage of abscess, cyst, hematoma, vestibule of mouth; simple"
40806,1811086994,,Incision of labial frenum (frenotomy)
41800,1811086994,,"Drainage of abscess, cyst, hematoma from dentoalveolar structures"
42700,1811086994,,Incision and drainage abscess; peritonsillar
43239,1811086994,,"Esophagogastroduodenoscopy, flexible, transoral; with biopsy, single or multiple"
43246,1811086994,,"Esophagogastroduodenoscopy, flexible, transoral; with directed placement of percutaneous gastrostomy tube"
43762,1811086994,,"Replacement of gastrostomy tube, percutaneous, includes removal, when performed, without imaging or endoscopic guidance; not requiring revision of gastrostomy tract"
44950,1811086994,,Appendectomy;
44970,1811086994,,"Laparoscopy, surgical, appendectomy"
45005,1811086994,,"Incision and drainage of submucosal abscess, rectum"
45100,1811086994,,"Biopsy of anorectal wall, anal approach (eg, congenital megacolon)"
45331,1811086994,,"Sigmoidoscopy, flexible; with biopsy, single or multiple"
45378,1811086994,,"Colonoscopy, flexible; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)"
45380,1811086994,,"Colonoscopy, flexible; with biopsy, single or multiple"
45384,1811086994,,"Colonoscopy, flexible; with removal of tumor(s), polyp(s), or other lesion(s) by hot biopsy forceps"
45385,1811086994,,"Colonoscopy, flexible; with removal of tumor(s), polyp(s), or other lesion(s) by snare technique"
46050,1811086994,,"Incision and drainage, perianal abscess, superficial"
46083,1811086994,,"Incision of thrombosed hemorrhoid, external"
46230,1811086994,,"Excision of multiple external papillae or tags, anus"
47379,1811086994,,"Unlisted laparoscopic procedure, liver"
47531,1811086994,,"Injection procedure for cholangiography, percutaneous, complete diagnostic procedure including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation; existing access"
47537,1811086994,,"Removal of biliary drainage catheter, percutaneous, requiring fluoroscopic guidance (eg, with concurrent indwelling biliary stents), including diagnostic cholangiography when performed, imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation"
47562,1811086994,,"Laparoscopy, surgical; cholecystectomy"
47563,1811086994,,"Laparoscopy, surgical; cholecystectomy with cholangiography"
49082,1811086994,,Abdominal paracentesis (diagnostic or therapeutic); without imaging guidance
49083,1811086994,,Abdominal paracentesis (diagnostic or therapeutic); with imaging guidance
49320,1811086994,,"Laparoscopy, abdomen, peritoneum, and omentum, diagnostic, with or without collection of specimen(s) by brushing or washing (separate procedure)"
49321,1811086994,,"Laparoscopy, surgical; with biopsy (single or multiple)"
49322,1811086994,,"Laparoscopy, surgical; with aspiration of cavity or cyst (eg, ovarian cyst) (single or multiple)"
49406,1811086994,,"Image-guided fluid collection drainage by catheter (eg, abscess, hematoma, seroma, lymphocele, cyst); peritoneal or retroperitoneal, percutaneous"
49505,1811086994,,"Repair initial inguinal hernia, age 5 years or older; reducible"
49507,1811086994,,"Repair initial inguinal hernia, age 5 years or older; incarcerated or strangulated"
49520,1811086994,,"Repair recurrent inguinal hernia, any age; reducible"
49553,1811086994,,"Repair initial femoral hernia, any age; incarcerated or strangulated"
49587,1811086994,,"Repair umbilical hernia, age 5 years or older; incarcerated or strangulated"
49651,1811086994,,"Laparoscopy, surgical; repair recurrent inguinal hernia"
49652,1811086994,,"Laparoscopy, surgical, repair, ventral, umbilical, spigelian or epigastric hernia (includes mesh insertion, when performed); reducible"
49653,1811086994,,"Laparoscopy, surgical, repair, ventral, umbilical, spigelian or epigastric hernia (includes mesh insertion, when performed); incarcerated or strangulated"
49655,1811086994,,"Laparoscopy, surgical, repair, incisional hernia (includes mesh insertion, when performed); incarcerated or strangulated"
50435,1811086994,,"Exchange nephrostomy catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation"
50590,1811086994,,"Lithotripsy, extracorporeal shock wave"
51040,1811086994,,"Cystostomy, cystotomy with drainage"
51700,1811086994,,"Bladder irrigation, simple, lavage and/or instillation"
51702,1811086994,,"Insertion of temporary indwelling bladder catheter; simple (eg, Foley)"
51705,1811086994,,Change of cystostomy tube; simple
51710,1811086994,,Change of cystostomy tube; complicated
52000,1811086994,,Cystourethroscopy (separate procedure)
52001,1811086994,,Cystourethroscopy with irrigation and evacuation of multiple obstructing clots
52005,1811086994,,"Cystourethroscopy, with ureteral catheterization, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service;"
52204,1811086994,,"Cystourethroscopy, with biopsy(s)"
52214,1811086994,,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) of trigone, bladder neck, prostatic fossa, urethra, or periurethral glands"
52224,1811086994,,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) or treatment of MINOR (less than 0.5 cm) lesion(s) with or without biopsy"
52234,1811086994,,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; SMALL bladder tumor(s) (0.5 up to 2.0 cm)"
52235,1811086994,,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; MEDIUM bladder tumor(s) (2.0 to 5.0 cm)"
52240,1811086994,,"Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; LARGE bladder tumor(s)"
52276,1811086994,,Cystourethroscopy with direct vision internal urethrotomy
52281,1811086994,,"Cystourethroscopy, with calibration and/or dilation of urethral stricture or stenosis, with or without meatotomy, with or without injection procedure for cystography, male or female"
52310,1811086994,,"Cystourethroscopy, with removal of foreign body, calculus, or ureteral stent from urethra or bladder (separate procedure); simple"
52317,1811086994,,Litholapaxy: crushing or fragmentation of calculus by any means in bladder and removal of fragments; simple or small (less than 2.5 cm)
52318,1811086994,,Litholapaxy: crushing or fragmentation of calculus by any means in bladder and removal of fragments; complicated or large (over 2.5 cm)
