code,npi_number,payer,IP_OP,caveat,mode,price
82043,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,4.86
82272,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,2.88
82272,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,2.74
82306,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,26.19
82306,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,24.88
82465,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,3.85
82465,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,3.66
82550,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,5.76
82550,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5.47
82570,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,4.58
82570,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,4.35
82607,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,13.33
82607,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,12.66
82728,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,12.05
82728,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,11.45
82746,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,11.06
82746,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,10.51
82784,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,8.22
82784,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,7.81
83036,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,8.59
83036,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,8.16
83516,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,9.63
83516,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,9.15
83525,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,9.76
83525,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,9.27
83540,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,5.73
83540,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5.44
83550,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,7.74
83550,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,7.35
83718,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,7.24
83718,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,6.88
83735,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,5.92
83735,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5.62
83880,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,30.02
83880,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,28.52
83970,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,36.51
83970,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,34.68
84154,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,16.27
84154,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,15.46
84156,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,3.24
84156,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,3.08
84403,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,22.83
84403,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,21.69
84436,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,6.08
84436,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5.78
84439,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,7.98
84439,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,7.58
84443,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,14.87
84443,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,14.13
84450,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,4.58
84450,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,4.35
84479,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,4.1
84479,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,3.9
84480,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,12.54
84480,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,11.91
84484,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,8.7
84484,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,8.27
84550,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,4.0
84550,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,3.8
85007,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,3.04
85007,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,2.89
85014,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,2.1
85014,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,2.0
85025,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,6.88
85025,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,6.54
85027,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,4.1
85027,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,3.9
85045,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,3.54
85045,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,3.36
85379,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,7.19
85379,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,6.83
85576,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,19.01
85576,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,18.06
85610,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,3.48
85610,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,3.31
85652,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,2.39
85652,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,2.27
86038,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,10.69
86038,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,10.16
86140,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,4.58
86140,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,4.35
86255,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,10.66
86255,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,10.13
86618,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,15.07
86618,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,14.32
86803,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,11.32
86803,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,10.75
87045,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,8.35
87045,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,7.93
87046,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,8.35
87046,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,7.93
87070,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,7.62
87070,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,7.24
87077,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,7.15
87077,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,6.79
87081,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,5.86
87081,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5.57
87088,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,7.16
87088,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,6.8
87186,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,7.65
87186,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,7.27
87205,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,3.78
87205,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,3.365625
87324,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,9.63
87324,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,9.15
87899,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,9.63
87899,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,9.15
G0103,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (Indemnity),UNSPECIFIED,NONE,EXPECTED,16.27
G0103,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,15.46
99281,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,218.01
99281,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,107.0
99282,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,221.76
99282,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,239.33
99283,1699096552,BCBST - (PAYING FOR STATE OF TENNESSEE) - (PPO),UNSPECIFIED,NONE,EXPECTED,220.0
99283,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,290.84
99283,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,240.0
99284,1699096552,BCBST - (PAYING FOR STATE OF TENNESSEE) - (PPO),UNSPECIFIED,NONE,EXPECTED,784.53
99284,1699096552,BLUE CROSS AND BLUE SHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,426.57
99284,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,431.9
99284,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,702.09
99285,1699096552,BCBST - (PAYING FOR STATE OF TENNESSEE) - (PPO),UNSPECIFIED,NONE,EXPECTED,2570.02
99285,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,630.59
99285,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,2401.5
10005,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,464.57
10005,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,680.0
11042,1699096552,BCBST - (PAYING FOR STATE OF TENNESSEE) - (PPO),UNSPECIFIED,NONE,EXPECTED,815.0
11042,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,269.501519
11042,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,884.0
11043,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,1022.21
11043,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,884.0
11044,1699096552,BCBST - (PAYING FOR STATE OF TENNESSEE) - (PPO),UNSPECIFIED,NONE,EXPECTED,815.0
11044,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,788.625
11404,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,641.35
11404,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,657.0
11606,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,1131.7
11606,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,844.0
11770,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,1614.49
11770,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,1009.0
16020,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,56.591
16020,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,81.5
19081,1699096552,BCBST - (PAYING FOR STATE OF TENNESSEE) - (PPO),UNSPECIFIED,NONE,EXPECTED,844.0
19081,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,1055.913833
19081,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,884.0
19083,1699096552,BCBST - (PAYING FOR STATE OF TENNESSEE) - (PPO),UNSPECIFIED,NONE,EXPECTED,844.0
19083,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,1132.84
19083,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,915.0
19120,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,1382.84
19120,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,921.06
19301,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,3291.25
19301,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,1009.0
19303,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,2427.765
19303,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,1869.0
20205,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,703.01
20205,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,964.0
22551,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,10850.54
22551,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,4026.0
22554,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,11412.19
22554,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,4167.0
22845,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5838.88
22845,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,2083.5
23515,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5198.21
23515,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,1009.0
25605,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,431.913333
25605,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,1009.0
27130,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,9444.87
27130,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,1009.0
27447,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,10485.55
27447,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,1507.869047
28292,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,4375.25
28292,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,915.0
28299,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,4180.5575
28299,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,39.638
29580,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,203.1
29580,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,83.5
29823,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,2469.24
29823,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,398.222222
29827,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5502.03
29827,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,2039.0
29881,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,2312.54
29881,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,978.888888
29888,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5433.45
29888,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,215.0
30140,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,996.305
30140,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,457.5
30520,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,2097.9804
30520,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,822.0
31254,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5386.37
31254,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,1007.0
31256,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5455.04
31256,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,783.0
31267,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5049.0
31267,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,1513.5
31276,1699096552,BLUE CROSS BLUE SHIELD OF ALABAMA - (PPO),UNSPECIFIED,NONE,EXPECTED,5185.39
31276,1699096552,BLUECROSS BLUESHIELD OF TENNESSEE - (PPO),UNSPECIFIED,NONE,EXPECTED,783.0
