code,npi_number,payer,IP_OP,caveat,mode,price
93016,1063713659,CARESOURCE OHIO - (Indemnity),UNSPECIFIED,NONE,EXPECTED,20.97
93016,1063713659,OHIO DEPARTMENT OF MEDICAID - (Medicaid),UNSPECIFIED,NONE,EXPECTED,20.97
93016,1063713659,TRIWEST HEALTHCARE ALLIANCE - (Indemnity),UNSPECIFIED,NONE,EXPECTED,22.23
93016,1063713659,UMR YUSA CORPORATION - (PPO),UNSPECIFIED,NONE,EXPECTED,17.71
93016,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OH DUAL - (HMO),UNSPECIFIED,NONE,EXPECTED,20.05
93016,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO INC - (Medicaid),UNSPECIFIED,NONE,EXPECTED,22.02
93018,1063713659,AETNA - (POS),UNSPECIFIED,NONE,EXPECTED,14.84
93018,1063713659,BUCKEYE COMMUNITY HEALTH PLAN - (Medicaid),UNSPECIFIED,NONE,EXPECTED,12.69
93018,1063713659,CARESOURCE OHIO - (Indemnity),UNSPECIFIED,NONE,EXPECTED,12.69
93018,1063713659,OHIO DEPARTMENT OF MEDICAID - (Medicaid),UNSPECIFIED,NONE,EXPECTED,12.69
93018,1063713659,TRIWEST HEALTHCARE ALLIANCE - (Indemnity),UNSPECIFIED,NONE,EXPECTED,14.81
93018,1063713659,UMR YUSA CORPORATION - (PPO),UNSPECIFIED,NONE,EXPECTED,11.8
93018,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OH DUAL - (HMO),UNSPECIFIED,NONE,EXPECTED,13.36
93018,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO INC - (Medicaid),UNSPECIFIED,NONE,EXPECTED,13.32
99211,1063713659,CIGNA HEALTH AND LIFE INSURANCE COMPANY - (POS),UNSPECIFIED,NONE,EXPECTED,11.02
99211,1063713659,PARAMOUNT ADVANTAGE - (Medicaid),UNSPECIFIED,NONE,EXPECTED,70.3
99213,1063713659,CIGNA HEALTH AND LIFE INSURANCE COMPANY - (POS),UNSPECIFIED,NONE,EXPECTED,61.49
99213,1063713659,TRIWEST HEALTHCARE ALLIANCE - (Indemnity),UNSPECIFIED,NONE,EXPECTED,72.19
99214,1063713659,CIGNA HEALTH AND LIFE INSURANCE COMPANY - (POS),UNSPECIFIED,NONE,EXPECTED,94.53
99214,1063713659,TRIWEST HEALTHCARE ALLIANCE - (Indemnity),UNSPECIFIED,NONE,EXPECTED,90.04
99222,1063713659,AETNA - (POS),UNSPECIFIED,NONE,EXPECTED,137.53
99222,1063713659,CIGNA HEALTH AND LIFE INSURANCE COMPANY - (POS),UNSPECIFIED,NONE,EXPECTED,165.03
99222,1063713659,OHIO DEPARTMENT OF MEDICAID - (Medicaid),UNSPECIFIED,NONE,EXPECTED,55.71
99222,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO INC - (Medicaid),UNSPECIFIED,NONE,EXPECTED,58.5
99232,1063713659,BUCKEYE COMMUNITY HEALTH PLAN - (Medicaid),UNSPECIFIED,NONE,EXPECTED,28.18
99232,1063713659,OHIO DEPARTMENT OF MEDICAID - (Medicaid),UNSPECIFIED,NONE,EXPECTED,28.18
99232,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OH DUAL - (HMO),UNSPECIFIED,NONE,EXPECTED,72.06
99252,1063713659,AETNA BETTER HEALTH OF OHIO - (Medicaid),UNSPECIFIED,NONE,EXPECTED,36.96
99252,1063713659,OHIO DEPARTMENT OF MEDICAID - (Medicaid),UNSPECIFIED,NONE,EXPECTED,36.96
99252,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO INC - (Medicaid),UNSPECIFIED,NONE,EXPECTED,38.81
99281,1063713659,AETNA - (POS),UNSPECIFIED,NONE,EXPECTED,651.49
99281,1063713659,ANTHEM BLUE CROSS AND BLUE SHIELD - (PPO),UNSPECIFIED,NONE,EXPECTED,191.98
99281,1063713659,BCBS FEP - (PPO),UNSPECIFIED,NONE,EXPECTED,266.49
99281,1063713659,BUCKEYE COMMUNITY HEALTH PLAN - (HMO),UNSPECIFIED,NONE,EXPECTED,118.91
99281,1063713659,CARESOURCE - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,115.25
99281,1063713659,CARESOURCE - (Medicaid),UNSPECIFIED,NONE,EXPECTED,98.86
99281,1063713659,CARESOURCE OHIO - (Indemnity),UNSPECIFIED,NONE,EXPECTED,121.47
99281,1063713659,COMMUNITY INSURANCE COMPANY - (Medicaid),UNSPECIFIED,NONE,EXPECTED,112.19
99281,1063713659,COMMUNITY INSURANCE COMPANY - (PPO),UNSPECIFIED,NONE,EXPECTED,156.58
99281,1063713659,HUMANA INC - (PPO),UNSPECIFIED,NONE,EXPECTED,187.68
99281,1063713659,MED MUTUAL - (PPO),UNSPECIFIED,NONE,EXPECTED,215.59
99281,1063713659,MEDICAL MUTUAL OF OHIO - (PPO),UNSPECIFIED,NONE,EXPECTED,192.1
99281,1063713659,"MOLINA HEALTHCARE OF OHIO, INC - (Medicaid)",UNSPECIFIED,NONE,EXPECTED,97.57
99281,1063713659,OHIO DEPARTMENT OF MEDICAID - (Medicaid),UNSPECIFIED,NONE,EXPECTED,114.91
99281,1063713659,PARAMOUNT ADVANTAGE - (Medicaid),UNSPECIFIED,NONE,EXPECTED,120.09
99281,1063713659,TRIWEST HEALTHCARE ALLIANCE - (Indemnity),UNSPECIFIED,NONE,EXPECTED,62.29
99281,1063713659,UMR - (PPO),UNSPECIFIED,NONE,EXPECTED,381.9
99281,1063713659,UMR AHRESTY WILMINGTON CORPORATION - (PPO),UNSPECIFIED,NONE,EXPECTED,220.8
99281,1063713659,UMR YUSA CORPORATION - (PPO),UNSPECIFIED,NONE,EXPECTED,220.8
99281,1063713659,UNITED HEALTHCARE INSURANCE COMPANY - (POS),UNSPECIFIED,NONE,EXPECTED,288.17
99281,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO INC - (Medicaid),UNSPECIFIED,NONE,EXPECTED,114.62
99282,1063713659,AETNA - (POS),UNSPECIFIED,NONE,EXPECTED,244.74
99282,1063713659,AETNA - (PPO),UNSPECIFIED,NONE,EXPECTED,319.02
99282,1063713659,ANTHEM BLUE CROSS AND BLUE SHIELD - (PPO),UNSPECIFIED,NONE,EXPECTED,327.32
99282,1063713659,BCBS FEP - (PPO),UNSPECIFIED,NONE,EXPECTED,417.45
99282,1063713659,BUCKEYE COMMUNITY HEALTH PLAN - (HMO),UNSPECIFIED,NONE,EXPECTED,95.5
99282,1063713659,BUCKEYE COMMUNITY HEALTH PLAN - (Medicaid),UNSPECIFIED,NONE,EXPECTED,292.42
99282,1063713659,CARESOURCE - (Medicaid),UNSPECIFIED,NONE,EXPECTED,128.83
99282,1063713659,CARESOURCE OHIO - (Indemnity),UNSPECIFIED,NONE,EXPECTED,110.04
99282,1063713659,COMMUNITY INSURANCE COMPANY - (Medicaid),UNSPECIFIED,NONE,EXPECTED,114.75
99282,1063713659,COMMUNITY INSURANCE COMPANY - (PPO),UNSPECIFIED,NONE,EXPECTED,444.72
99282,1063713659,HUMANA INC - (PPO),UNSPECIFIED,NONE,EXPECTED,336.01
99282,1063713659,HUMANA INC. - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,117.05
99282,1063713659,MED MUTUAL - (PPO),UNSPECIFIED,NONE,EXPECTED,344.94
99282,1063713659,MEDICAL MUTUAL OF OHIO - (PPO),UNSPECIFIED,NONE,EXPECTED,625.78
99282,1063713659,"MOLINA HEALTHCARE OF OHIO, INC - (Medicaid)",UNSPECIFIED,NONE,EXPECTED,122.16
99282,1063713659,OHIO DEPARTMENT OF MEDICAID - (Medicaid),UNSPECIFIED,NONE,EXPECTED,85.0
99282,1063713659,PARAMOUNT ADVANTAGE - (Medicaid),UNSPECIFIED,NONE,EXPECTED,89.05
99282,1063713659,UMR - (PPO),UNSPECIFIED,NONE,EXPECTED,1201.0
99282,1063713659,UMR AHRESTY WILMINGTON CORPORATION - (PPO),UNSPECIFIED,NONE,EXPECTED,1201.0
99282,1063713659,UMR KLOSTERMAN BAKING COMPANY INC - (PPO),UNSPECIFIED,NONE,EXPECTED,1201.0
99282,1063713659,UMR NRECA - (PPO),UNSPECIFIED,NONE,EXPECTED,395.31
99282,1063713659,UNITED HEALTHCARE INSURANCE COMPANY - (POS),UNSPECIFIED,NONE,EXPECTED,942.72
99282,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OH DUAL - (HMO),UNSPECIFIED,NONE,EXPECTED,114.75
99282,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO INC - (Medicaid),UNSPECIFIED,NONE,EXPECTED,150.14
99283,1063713659,ADVANTAGE BY BUCKEYE - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,197.08
99283,1063713659,AETNA - (HMO),UNSPECIFIED,NONE,EXPECTED,758.58
99283,1063713659,AETNA - (POS),UNSPECIFIED,NONE,EXPECTED,770.88
99283,1063713659,AETNA - (PPO),UNSPECIFIED,NONE,EXPECTED,938.04
99283,1063713659,ANTHEM BLUE CROSS AND BLUE SHIELD - (Indemnity),UNSPECIFIED,NONE,EXPECTED,891.17
99283,1063713659,ANTHEM BLUE CROSS AND BLUE SHIELD - (POS),UNSPECIFIED,NONE,EXPECTED,826.6
99283,1063713659,ANTHEM BLUE CROSS AND BLUE SHIELD - (PPO),UNSPECIFIED,NONE,EXPECTED,979.43
99283,1063713659,BCBS FEP - (PPO),UNSPECIFIED,NONE,EXPECTED,1209.77
99283,1063713659,BCBS HEALTHCARE PLAN OF GA - (Medicaid),UNSPECIFIED,NONE,EXPECTED,415.41
99283,1063713659,BUCKEYE COMMUNITY HEALTH PLAN - (HMO),UNSPECIFIED,NONE,EXPECTED,138.1
99283,1063713659,BUCKEYE COMMUNITY HEALTH PLAN - (Medicaid),UNSPECIFIED,NONE,EXPECTED,249.24
99283,1063713659,CARESOURCE - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,105.76
99283,1063713659,CARESOURCE - (Indemnity),UNSPECIFIED,NONE,EXPECTED,190.93
99283,1063713659,CARESOURCE - (Medicaid),UNSPECIFIED,NONE,EXPECTED,135.92
99283,1063713659,CARESOURCE OHIO - (Indemnity),UNSPECIFIED,NONE,EXPECTED,142.38
99283,1063713659,CIGNA HEALTH AND LIFE INSURANCE COMPANY - (POS),UNSPECIFIED,NONE,EXPECTED,1346.89
99283,1063713659,COMMUNITY INSURANCE COMPANY - (Medicaid),UNSPECIFIED,NONE,EXPECTED,200.28
99283,1063713659,COMMUNITY INSURANCE COMPANY - (PPO),UNSPECIFIED,NONE,EXPECTED,1092.43
99283,1063713659,CONSTITUTION LIFE - (Indemnity),UNSPECIFIED,NONE,EXPECTED,191.8
99283,1063713659,GREATWESTHEALTHCARE-CIGNA - (POS),UNSPECIFIED,NONE,EXPECTED,698.0
99283,1063713659,HUMANA INC - (PPO),UNSPECIFIED,NONE,EXPECTED,983.99
99283,1063713659,HUMANA INC. - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,204.29
99283,1063713659,HUMANA INC. - (PPO),UNSPECIFIED,NONE,EXPECTED,1414.13
99283,1063713659,MED MUT MCARE - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,251.53
99283,1063713659,MED MUT MCARE - (PPO),UNSPECIFIED,NONE,EXPECTED,959.05
99283,1063713659,MED MUTUAL - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,272.22
99283,1063713659,MED MUTUAL - (PPO),UNSPECIFIED,NONE,EXPECTED,1021.36
99283,1063713659,MEDICAL MUTUAL - (PPO),UNSPECIFIED,NONE,EXPECTED,1154.13
99283,1063713659,MEDICAL MUTUAL OF OHIO - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,266.84
99283,1063713659,MEDICAL MUTUAL OF OHIO - (PPO),UNSPECIFIED,NONE,EXPECTED,940.15
99283,1063713659,MERITAIN HEALTH - (Indemnity),UNSPECIFIED,NONE,EXPECTED,987.28
99283,1063713659,"MOLINA HEALTHCARE OF OHIO, INC - (Medicaid)",UNSPECIFIED,NONE,EXPECTED,129.43
99283,1063713659,"MOUNT CARMEL INSURANCE COMPANY, INC - (HMO-MR)",UNSPECIFIED,NONE,EXPECTED,200.28
99283,1063713659,NIPPON LIFE BENEFITS - (Indemnity),UNSPECIFIED,NONE,EXPECTED,1036.18
99283,1063713659,OHIO DEPARTMENT OF MEDICAID - (Medicaid),UNSPECIFIED,NONE,EXPECTED,145.31
99283,1063713659,PARAMOUNT ADVANTAGE - (Medicaid),UNSPECIFIED,NONE,EXPECTED,138.55
99283,1063713659,TRIWEST HEALTHCARE ALLIANCE - (Indemnity),UNSPECIFIED,NONE,EXPECTED,263.36
99283,1063713659,UMR - (PPO),UNSPECIFIED,NONE,EXPECTED,1750.42
99283,1063713659,UMR ADVANCED TURF SOLUTIONS INC - (PPO),UNSPECIFIED,NONE,EXPECTED,2116.68
99283,1063713659,UMR AHRESTY WILMINGTON CORPORATION - (PPO),UNSPECIFIED,NONE,EXPECTED,1337.63
99283,1063713659,UMR FERGUSON CONSTRUCTION COMPANY - (PPO),UNSPECIFIED,NONE,EXPECTED,1016.09
99283,1063713659,UMR KLOSTERMAN BAKING COMPANY INC - (PPO),UNSPECIFIED,NONE,EXPECTED,849.95
99283,1063713659,UMR MARTEN TRANSPORT LTD - (PPO),UNSPECIFIED,NONE,EXPECTED,2017.72
99283,1063713659,UMR NRECA - (PPO),UNSPECIFIED,NONE,EXPECTED,1414.13
99283,1063713659,UMR OHIO WILLOW WOOD - (PPO),UNSPECIFIED,NONE,EXPECTED,1869.86
99283,1063713659,UMR YUSA CORPORATION - (PPO),UNSPECIFIED,NONE,EXPECTED,854.43
99283,1063713659,UNITED HEALTHCARE INSURANCE COMPANY - (EPO),UNSPECIFIED,NONE,EXPECTED,1296.39
99283,1063713659,UNITED HEALTHCARE INSURANCE COMPANY - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,200.28
99283,1063713659,UNITED HEALTHCARE INSURANCE COMPANY - (POS),UNSPECIFIED,NONE,EXPECTED,1517.76
99283,1063713659,UNITED HEALTHCARE INSURANCE COMPANY - (PPO),UNSPECIFIED,NONE,EXPECTED,1523.13
99283,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OH DUAL - (HMO),UNSPECIFIED,NONE,EXPECTED,200.28
99283,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO INC - (Medicaid),UNSPECIFIED,NONE,EXPECTED,150.64
99284,1063713659,AETNA - (HMO),UNSPECIFIED,NONE,EXPECTED,1508.44
99284,1063713659,AETNA - (POS),UNSPECIFIED,NONE,EXPECTED,1621.66
99284,1063713659,AETNA - (PPO),UNSPECIFIED,NONE,EXPECTED,2516.66
99284,1063713659,ANTHEM BLUE CROSS AND BLUE SHIELD - (Indemnity),UNSPECIFIED,NONE,EXPECTED,1876.17
99284,1063713659,ANTHEM BLUE CROSS AND BLUE SHIELD - (PPO),UNSPECIFIED,NONE,EXPECTED,2311.11
99284,1063713659,"ANTHEM INSURANCE COMPANIES, INC. - (PPO)",UNSPECIFIED,NONE,EXPECTED,4578.31
99284,1063713659,BCBS FEP - (PPO),UNSPECIFIED,NONE,EXPECTED,2637.33
99284,1063713659,BCBS HEALTHCARE PLAN OF GA - (Medicaid),UNSPECIFIED,NONE,EXPECTED,572.88
99284,1063713659,BUCKEYE COMMUNITY HEALTH PLAN - (HMO),UNSPECIFIED,NONE,EXPECTED,373.39
99284,1063713659,BUCKEYE COMMUNITY HEALTH PLAN - (Medicaid),UNSPECIFIED,NONE,EXPECTED,523.93
99284,1063713659,CARESOURCE - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,388.09
99284,1063713659,CARESOURCE - (Indemnity),UNSPECIFIED,NONE,EXPECTED,81.82
99284,1063713659,CARESOURCE - (Medicaid),UNSPECIFIED,NONE,EXPECTED,379.58
99284,1063713659,CARESOURCE OHIO - (Indemnity),UNSPECIFIED,NONE,EXPECTED,418.88
99284,1063713659,CIGNA HEALTH AND LIFE INSURANCE COMPANY - (POS),UNSPECIFIED,NONE,EXPECTED,2494.85
99284,1063713659,CIGNA HEALTH AND LIFE INSURANCE COMPANY - (PPO),UNSPECIFIED,NONE,EXPECTED,3577.78
99284,1063713659,COMMUNITY INSURANCE COMPANY - (Medicaid),UNSPECIFIED,NONE,EXPECTED,531.72
99284,1063713659,COMMUNITY INSURANCE COMPANY - (PPO),UNSPECIFIED,NONE,EXPECTED,4016.38
99284,1063713659,GREATWESTHEALTHCARE-CIGNA - (POS),UNSPECIFIED,NONE,EXPECTED,1702.11
99284,1063713659,HUMANA INC - (PPO),UNSPECIFIED,NONE,EXPECTED,2609.33
99284,1063713659,HUMANA INC. - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,399.14
99284,1063713659,HUMANA INC. - (PPO),UNSPECIFIED,NONE,EXPECTED,2420.16
99284,1063713659,MED MUT MCARE - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,387.03
99284,1063713659,MED MUT MCARE - (PPO),UNSPECIFIED,NONE,EXPECTED,2166.45
99284,1063713659,MED MUTUAL - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,451.17
99284,1063713659,MED MUTUAL - (PPO),UNSPECIFIED,NONE,EXPECTED,2855.85
99284,1063713659,MEDICAL MUTUAL - (PPO),UNSPECIFIED,NONE,EXPECTED,1961.76
99284,1063713659,MEDICAL MUTUAL OF OHIO - (PPO),UNSPECIFIED,NONE,EXPECTED,2796.39
99284,1063713659,MERITAIN HEALTH - (Indemnity),UNSPECIFIED,NONE,EXPECTED,2675.0
99284,1063713659,"MOLINA HEALTHCARE OF OHIO, INC - (Medicaid)",UNSPECIFIED,NONE,EXPECTED,376.08
99284,1063713659,MOLINA MEDICARE - (HMO),UNSPECIFIED,NONE,EXPECTED,523.66
99284,1063713659,"MOUNT CARMEL INSURANCE COMPANY, INC - (HMO-MR)",UNSPECIFIED,NONE,EXPECTED,590.06
99284,1063713659,NASSAU LIFE INSURANCE COMPANY OF TEXAS - (Indemnity),UNSPECIFIED,NONE,EXPECTED,96.04
99284,1063713659,OHIO DEPARTMENT OF MEDICAID - (Medicaid),UNSPECIFIED,NONE,EXPECTED,395.11
99284,1063713659,PARAMOUNT ADVANTAGE - (Medicaid),UNSPECIFIED,NONE,EXPECTED,399.53
99284,1063713659,PHYSICIANS MUTUAL INSURANCE COMPANY - (Indemnity),UNSPECIFIED,NONE,EXPECTED,130.52
99284,1063713659,TRIWEST HEALTHCARE ALLIANCE - (Indemnity),UNSPECIFIED,NONE,EXPECTED,677.17
99284,1063713659,UMR - (PPO),UNSPECIFIED,NONE,EXPECTED,2980.51
99284,1063713659,UMR AHRESTY WILMINGTON CORPORATION - (PPO),UNSPECIFIED,NONE,EXPECTED,3189.16
99284,1063713659,UMR CENTRAL OHIO HEALTH CARE CONSORTIUM - (PPO),UNSPECIFIED,NONE,EXPECTED,2596.73
99284,1063713659,UMR CITY OF WILMINGTON  OHIO - (PPO),UNSPECIFIED,NONE,EXPECTED,4240.0
99284,1063713659,UMR CORE MOLDING TECHNOLOGIES - (PPO),UNSPECIFIED,NONE,EXPECTED,3106.89
99284,1063713659,UMR GERBER COLLISION - (PPO),UNSPECIFIED,NONE,EXPECTED,3986.21
99284,1063713659,UMR OHIO WILLOW WOOD - (PPO),UNSPECIFIED,NONE,EXPECTED,3155.36
99284,1063713659,UMR QBE THE AMERICAS - (PPO),UNSPECIFIED,NONE,EXPECTED,4000.0
99284,1063713659,UMR YUSA CORPORATION - (PPO),UNSPECIFIED,NONE,EXPECTED,2908.76
99284,1063713659,UNITED HEALTHCARE INSURANCE COMPANY - (EPO),UNSPECIFIED,NONE,EXPECTED,3588.01
99284,1063713659,UNITED HEALTHCARE INSURANCE COMPANY - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,774.95
99284,1063713659,UNITED HEALTHCARE INSURANCE COMPANY - (POS),UNSPECIFIED,NONE,EXPECTED,3246.47
99284,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OH DUAL - (HMO),UNSPECIFIED,NONE,EXPECTED,534.46
99284,1063713659,UNITEDHEALTHCARE COMMUNITY PLAN OF OHIO INC - (Medicaid),UNSPECIFIED,NONE,EXPECTED,384.02
99285,1063713659,ADVANTAGE BY BUCKEYE - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,2129.86
99285,1063713659,AETNA - (HMO),UNSPECIFIED,NONE,EXPECTED,1651.0
99285,1063713659,AETNA - (POS),UNSPECIFIED,NONE,EXPECTED,2718.59
99285,1063713659,AETNA - (PPO),UNSPECIFIED,NONE,EXPECTED,1891.29
99285,1063713659,ANTHEM BLUE CROSS AND BLUE SHIELD - (Indemnity),UNSPECIFIED,NONE,EXPECTED,14530.41
99285,1063713659,ANTHEM BLUE CROSS AND BLUE SHIELD - (PPO),UNSPECIFIED,NONE,EXPECTED,5663.48
99285,1063713659,"ANTHEM INSURANCE COMPANIES, INC. - (PPO)",UNSPECIFIED,NONE,EXPECTED,2041.13
99285,1063713659,BCBS FEP - (PPO),UNSPECIFIED,NONE,EXPECTED,5833.0
99285,1063713659,BCBS HEALTHCARE PLAN OF GA - (Medicaid),UNSPECIFIED,NONE,EXPECTED,1106.22
99285,1063713659,BUCKEYE COMMUNITY HEALTH PLAN - (HMO),UNSPECIFIED,NONE,EXPECTED,645.5
99285,1063713659,BUCKEYE COMMUNITY HEALTH PLAN - (Medicaid),UNSPECIFIED,NONE,EXPECTED,990.44
99285,1063713659,CARESOURCE - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,1960.07
99285,1063713659,CARESOURCE - (Medicaid),UNSPECIFIED,NONE,EXPECTED,282.18
99285,1063713659,CARESOURCE OHIO - (Indemnity),UNSPECIFIED,NONE,EXPECTED,630.23
99285,1063713659,CIGNA HEALTH AND LIFE INSURANCE COMPANY - (POS),UNSPECIFIED,NONE,EXPECTED,6883.93
99285,1063713659,COMMUNITY INSURANCE COMPANY - (Medicaid),UNSPECIFIED,NONE,EXPECTED,1320.64
99285,1063713659,COMMUNITY INSURANCE COMPANY - (PPO),UNSPECIFIED,NONE,EXPECTED,9167.36
99285,1063713659,GREATWESTHEALTHCARE-CIGNA - (EPO),UNSPECIFIED,NONE,EXPECTED,2725.93
99285,1063713659,GREATWESTHEALTHCARE-CIGNA - (POS),UNSPECIFIED,NONE,EXPECTED,1683.43
99285,1063713659,HUMANA INC - (PPO),UNSPECIFIED,NONE,EXPECTED,4984.23
99285,1063713659,HUMANA INC. - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,1196.2
99285,1063713659,HUMANA INC. - (PPO),UNSPECIFIED,NONE,EXPECTED,8514.95
99285,1063713659,MED MUT MCARE - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,1129.47
99285,1063713659,MED MUTUAL - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,813.38
99285,1063713659,MED MUTUAL - (PPO),UNSPECIFIED,NONE,EXPECTED,6380.92
99285,1063713659,MEDICAL MUTUAL - (HMO-MR),UNSPECIFIED,NONE,EXPECTED,688.75
99285,1063713659,MEDICAL MUTUAL OF OHIO - (PPO),UNSPECIFIED,NONE,EXPECTED,6114.2
99285,1063713659,MERITAIN HEALTH - (Indemnity),UNSPECIFIED,NONE,EXPECTED,5837.14
99285,1063713659,"MOLINA HEALTHCARE OF OHIO, INC - (Medicaid)",UNSPECIFIED,NONE,EXPECTED,696.95
99285,1063713659,MOLINA MEDICARE - (HMO),UNSPECIFIED,NONE,EXPECTED,802.32
99285,1063713659,"MOUNT CARMEL INSURANCE COMPANY, INC - (HMO-MR)",UNSPECIFIED,NONE,EXPECTED,1593.53
99285,1063713659,MURRAY ENERGY - (HMO),UNSPECIFIED,NONE,EXPECTED,24688.99
99285,1063713659,NASSAU LIFE INSURANCE COMPANY OF TEXAS - (Indemnity),UNSPECIFIED,NONE,EXPECTED,228.33
99285,1063713659,OHIO DEPARTMENT OF MEDICAID - (Medicaid),UNSPECIFIED,NONE,EXPECTED,787.11
99285,1063713659,PARAMOUNT ADVANTAGE - (Medicaid),UNSPECIFIED,NONE,EXPECTED,574.93
99285,1063713659,PHYSICIANS MUTUAL INSURANCE COMPANY - (Indemnity),UNSPECIFIED,NONE,EXPECTED,276.54
99285,1063713659,TRIWEST HEALTHCARE ALLIANCE - (Indemnity),UNSPECIFIED,NONE,EXPECTED,1574.79
99285,1063713659,UHC HARVARD PILGRIM   HPHC INSURANCE COMPANY - (PPO),UNSPECIFIED,NONE,EXPECTED,2817.73
